headcount,eventtype,eventcategory,budget,venuecategory,budgetallocation,venue
224,techmeetupscommunity,meetupscommunity,5000,auditorium,"venue:31,food:25,av:13,marketing:12,logistics:27",Virtusa
682,designcompetitionshackathons,competitionshackathons,593000,openspace,"venue:20,speakers:12,prizes:32,food:23,av:15,marketing:4",Galle Face
444,techtalkspanels,talkspanels,2733000,exhibitionhall,"venue:33,speakers:21,food:20,av:14,marketing:16",Shangri-La
1401,codemeetupscommunity,meetupscommunity,713000,openspace,"venue:33,food:27,av:8,marketing:12,logistics:22",Galle Face
902,designtalkspanels,talkspanels,2149000,exhibitionhall,"venue:32,speakers:19,food:22,av:18,marketing:14",BMICH
545,designconferencesexpos,conferencesexpos,460000,auditorium,"venue:36,speakers:25,food:7,av:14,marketing:13,logistics:4",NSBM
66,aicompetitionshackathons,competitionshackathons,71000,coworkingspace,"venue:21,speakers:11,prizes:29,food:21,av:14,marketing:2",Gamers HQ
1686,aicompetitionshackathons,competitionshackathons,1168000,openspace,"venue:17,speakers:9,prizes:30,food:19,av:16,marketing:3",Galle Face
75,codecompetitionshackathons,competitionshackathons,210000,studio,"venue:20,speakers:9,prizes:29,food:23,av:12,marketing:3",AOD
360,aicompetitionshackathons,competitionshackathons,2020000,exhibitionhall,"venue:17,speakers:9,prizes:30,food:18,av:17,marketing:7",Shangri-La
1441,codetalkspanels,talkspanels,4228000,exhibitionhall,"venue:31,speakers:22,food:20,av:16,marketing:15",BMICH
111,aicompetitionshackathons,competitionshackathons,231000,coworkingspace,"venue:23,speakers:9,prizes:31,food:17,av:18,marketing:5",Trace Expert City
490,codecompetitionshackathons,competitionshackathons,1469000,openspace,"venue:19,speakers:7,prizes:33,food:18,av:14,marketing:5",Galadari
378,aiconferencesexpos,conferencesexpos,381000,auditorium,"venue:38,speakers:23,food:13,av:12,marketing:11,logistics:4",SLIIT
327,techworkshopstraining,workshopstraining,304000,auditorium,"venue:28,speakers:28,equipment:15,food:7,av:13,marketing:3",SLIIT
422,codeworkshopstraining,workshopstraining,1549000,openspace,"venue:23,speakers:32,equipment:13,food:7,av:15,marketing:7",Galadari
69,designcompetitionshackathons,competitionshackathons,217000,coworkingspace,"venue:23,speakers:9,prizes:32,food:22,av:16,marketing:2",Hatch
99,aiconferencesexpos,conferencesexpos,56000,auditorium,"venue:33,speakers:24,food:13,av:13,marketing:11,logistics:4",UCSC
117,aiworkshopstraining,workshopstraining,52000,auditorium,"venue:28,speakers:27,equipment:15,food:9,av:16,marketing:6",Virtusa
251,codetalkspanels,talkspanels,966000,openspace,"venue:31,speakers:20,food:22,av:15,marketing:13",Galadari
129,codeconferencesexpos,conferencesexpos,482000,openspace,"venue:33,speakers:26,food:11,av:15,marketing:11,logistics:5",Colombo Innovation Tower
77,designcareernetworking,careernetworking,226000,studio,"venue:28,speakers:17,food:19,av:12,marketing:12",AOD
230,designcareernetworking,careernetworking,869000,openspace,"venue:31,speakers:19,food:19,av:12,marketing:15",Galadari
165,techmeetupscommunity,meetupscommunity,238000,coworkingspace,"venue:31,food:27,av:11,marketing:11,logistics:24",Trace Expert City
70,aicareernetworking,careernetworking,235000,openspace,"venue:29,speakers:17,food:19,av:13,marketing:16",Colombo Innovation Tower
559,codeconferencesexpos,conferencesexpos,1065000,exhibitionhall,"venue:37,speakers:26,food:13,av:18,marketing:10,logistics:2",BMICH
76,techmeetupscommunity,meetupscommunity,240000,openspace,"venue:27,food:27,av:13,marketing:9,logistics:26",Colombo Innovation Tower
724,techcareernetworking,careernetworking,3345000,exhibitionhall,"venue:30,speakers:17,food:23,av:13,marketing:15",Shangri-La
170,techworkshopstraining,workshopstraining,172000,auditorium,"venue:26,speakers:31,equipment:16,food:13,av:17,marketing:5",SLIIT
507,aiworkshopstraining,workshopstraining,439000,openspace,"venue:23,speakers:30,equipment:14,food:7,av:16,marketing:4",Galle Face
47,aiworkshopstraining,workshopstraining,77000,coworkingspace,"venue:22,speakers:33,equipment:12,food:9,av:12,marketing:5",Gamers HQ
192,codeconferencesexpos,conferencesexpos,558000,coworkingspace,"venue:34,speakers:27,food:10,av:17,marketing:7,logistics:3",Hatch
155,designtalkspanels,talkspanels,121000,auditorium,"venue:27,speakers:21,food:20,av:14,marketing:13",UCSC
737,aicareernetworking,careernetworking,4208000,exhibitionhall,"venue:27,speakers:22,food:20,av:17,marketing:15",Shangri-La
66,codeconferencesexpos,conferencesexpos,80000,coworkingspace,"venue:36,speakers:26,food:9,av:15,marketing:7,logistics:3",Gamers HQ
400,designconferencesexpos,conferencesexpos,640000,exhibitionhall,"venue:36,speakers:24,food:9,av:14,marketing:13,logistics:4",BMICH
494,aicareernetworking,careernetworking,2934000,exhibitionhall,"venue:31,speakers:19,food:17,av:17,marketing:16",Shangri-La
280,designworkshopstraining,workshopstraining,948000,openspace,"venue:28,speakers:33,equipment:12,food:7,av:14,marketing:2",Galadari
629,aiworkshopstraining,workshopstraining,1029000,exhibitionhall,"venue:27,speakers:31,equipment:16,food:9,av:18,marketing:4",BMICH
53,aimeetupscommunity,meetupscommunity,86000,coworkingspace,"venue:31,food:28,av:7,marketing:7,logistics:25",Gamers HQ
137,aitalkspanels,talkspanels,88000,auditorium,"venue:31,speakers:19,food:21,av:16,marketing:13",UCSC
79,aiworkshopstraining,workshopstraining,109000,coworkingspace,"venue:23,speakers:33,equipment:13,food:9,av:17,marketing:7",Gamers HQ
133,techconferencesexpos,conferencesexpos,103000,auditorium,"venue:38,speakers:28,food:8,av:18,marketing:10,logistics:8",UCSC
1169,techcareernetworking,careernetworking,5206000,openspace,"venue:33,speakers:21,food:22,av:14,marketing:14",Nelum Pokuna
464,designworkshopstraining,workshopstraining,2483000,exhibitionhall,"venue:26,speakers:33,equipment:18,food:11,av:12,marketing:5",Shangri-La
91,codecompetitionshackathons,competitionshackathons,30000,auditorium,"venue:20,speakers:12,prizes:29,food:21,av:14,marketing:3",UCSC
236,designconferencesexpos,conferencesexpos,74000,auditorium,"venue:38,speakers:27,food:8,av:13,marketing:11,logistics:6",Virtusa
310,techtalkspanels,talkspanels,435000,auditorium,"venue:30,speakers:17,food:23,av:17,marketing:15",SLIIT
54,codecompetitionshackathons,competitionshackathons,63000,coworkingspace,"venue:20,speakers:10,prizes:33,food:22,av:12,marketing:8",Gamers HQ
1506,designcompetitionshackathons,competitionshackathons,1299000,openspace,"venue:19,speakers:11,prizes:31,food:21,av:16,marketing:6",Galle Face
1858,techcompetitionshackathons,competitionshackathons,2198000,openspace,"venue:17,speakers:8,prizes:32,food:17,av:16,marketing:2",Galle Face
533,techtalkspanels,talkspanels,1279000,exhibitionhall,"venue:30,speakers:23,food:23,av:14,marketing:13",BMICH
214,designcompetitionshackathons,competitionshackathons,19000,auditorium,"venue:22,speakers:13,prizes:27,food:22,av:18,marketing:5",Virtusa
63,codecareernetworking,careernetworking,231000,openspace,"venue:30,speakers:21,food:21,av:13,marketing:17",Colombo Innovation Tower
270,aicareernetworking,careernetworking,264000,auditorium,"venue:29,speakers:17,food:21,av:15,marketing:14",SLIIT
264,designmeetupscommunity,meetupscommunity,361000,auditorium,"venue:31,food:24,av:10,marketing:8,logistics:23",SLIIT
129,codeworkshopstraining,workshopstraining,354000,openspace,"venue:23,speakers:32,equipment:16,food:10,av:17,marketing:4",Colombo Innovation Tower
38,techmeetupscommunity,meetupscommunity,67000,coworkingspace,"venue:28,food:26,av:10,marketing:8,logistics:26",Gamers HQ
264,techcareernetworking,careernetworking,324000,auditorium,"venue:28,speakers:17,food:22,av:15,marketing:15",NSBM
767,techtalkspanels,talkspanels,2089000,exhibitionhall,"venue:28,speakers:22,food:19,av:12,marketing:13",BMICH
882,codemeetupscommunity,meetupscommunity,683000,openspace,"venue:30,food:27,av:10,marketing:10,logistics:28",Galle Face
1080,aitalkspanels,talkspanels,2283000,exhibitionhall,"venue:33,speakers:21,food:20,av:15,marketing:15",BMICH
967,techconferencesexpos,conferencesexpos,4254000,openspace,"venue:38,speakers:25,food:11,av:15,marketing:13,logistics:3",Nelum Pokuna
375,codeconferencesexpos,conferencesexpos,1495000,openspace,"venue:33,speakers:25,food:12,av:13,marketing:8,logistics:2",Galadari
163,codetalkspanels,talkspanels,329000,coworkingspace,"venue:27,speakers:17,food:22,av:16,marketing:17",Hatch
195,designcareernetworking,careernetworking,409000,coworkingspace,"venue:31,speakers:21,food:19,av:17,marketing:15",Trace Expert City
83,techmeetupscommunity,meetupscommunity,227000,coworkingspace,"venue:31,food:25,av:9,marketing:9,logistics:23",Hatch
53,designtalkspanels,talkspanels,33000,auditorium,"venue:29,speakers:21,food:20,av:12,marketing:16",UCSC
163,aiworkshopstraining,workshopstraining,453000,coworkingspace,"venue:24,speakers:28,equipment:14,food:13,av:17,marketing:5",Hatch
178,designconferencesexpos,conferencesexpos,124000,auditorium,"venue:33,speakers:25,food:9,av:12,marketing:10,logistics:6",UCSC
182,designconferencesexpos,conferencesexpos,33000,auditorium,"venue:35,speakers:23,food:11,av:18,marketing:13,logistics:3",Virtusa
637,designcompetitionshackathons,competitionshackathons,2726000,openspace,"venue:21,speakers:9,prizes:31,food:17,av:18,marketing:5",Nelum Pokuna
91,techcompetitionshackathons,competitionshackathons,160000,studio,"venue:19,speakers:8,prizes:28,food:21,av:14,marketing:4",AOD
1679,codecompetitionshackathons,competitionshackathons,1816000,openspace,"venue:21,speakers:8,prizes:30,food:23,av:15,marketing:2",Galle Face
182,codemeetupscommunity,meetupscommunity,102000,auditorium,"venue:32,food:23,av:8,marketing:12,logistics:25",UCSC
432,codeworkshopstraining,workshopstraining,1700000,openspace,"venue:27,speakers:30,equipment:16,food:10,av:14,marketing:3",Galadari
77,codecompetitionshackathons,competitionshackathons,174000,coworkingspace,"venue:17,speakers:8,prizes:33,food:17,av:15,marketing:4",Hatch
140,designtalkspanels,talkspanels,184000,coworkingspace,"venue:27,speakers:18,food:20,av:12,marketing:15",Trace Expert City
220,codeconferencesexpos,conferencesexpos,87000,auditorium,"venue:32,speakers:27,food:13,av:16,marketing:9,logistics:5",Virtusa
1084,designcompetitionshackathons,competitionshackathons,1174000,openspace,"venue:23,speakers:8,prizes:27,food:18,av:17,marketing:3",Galle Face
113,designworkshopstraining,workshopstraining,340000,coworkingspace,"venue:25,speakers:32,equipment:13,food:10,av:12,marketing:3",Hatch
341,codetalkspanels,talkspanels,862000,openspace,"venue:29,speakers:19,food:19,av:14,marketing:16",Galadari
574,aicareernetworking,careernetworking,660000,auditorium,"venue:31,speakers:23,food:23,av:15,marketing:16",NSBM
1052,codetalkspanels,talkspanels,1856000,exhibitionhall,"venue:27,speakers:22,food:19,av:16,marketing:14",BMICH
534,codetalkspanels,talkspanels,663000,auditorium,"venue:31,speakers:18,food:21,av:15,marketing:13",NSBM
88,codetalkspanels,talkspanels,92000,coworkingspace,"venue:30,speakers:18,food:19,av:13,marketing:16",Gamers HQ
62,aicareernetworking,careernetworking,89000,coworkingspace,"venue:28,speakers:21,food:17,av:12,marketing:12",Gamers HQ
83,codecareernetworking,careernetworking,32000,auditorium,"venue:33,speakers:18,food:20,av:12,marketing:18",Virtusa
156,techcareernetworking,careernetworking,245000,coworkingspace,"venue:33,speakers:22,food:22,av:15,marketing:18",Trace Expert City
500,techcareernetworking,careernetworking,412000,auditorium,"venue:33,speakers:23,food:19,av:17,marketing:12",NSBM
603,aiworkshopstraining,workshopstraining,2210000,openspace,"venue:28,speakers:30,equipment:14,food:11,av:12,marketing:6",Nelum Pokuna
1271,aiconferencesexpos,conferencesexpos,3361000,exhibitionhall,"venue:33,speakers:22,food:10,av:17,marketing:9,logistics:6",BMICH
427,codeworkshopstraining,workshopstraining,2753000,exhibitionhall,"venue:23,speakers:28,equipment:17,food:8,av:16,marketing:5",Shangri-La
646,aimeetupscommunity,meetupscommunity,2252000,openspace,"venue:31,food:25,av:11,marketing:7,logistics:28",Nelum Pokuna
119,codemeetupscommunity,meetupscommunity,358000,openspace,"venue:27,food:25,av:11,marketing:7,logistics:25",Colombo Innovation Tower
325,aiconferencesexpos,conferencesexpos,512000,auditorium,"venue:38,speakers:28,food:11,av:18,marketing:10,logistics:4",SLIIT
125,designcompetitionshackathons,competitionshackathons,176000,auditorium,"venue:18,speakers:12,prizes:32,food:17,av:14,marketing:3",SLIIT
61,aiconferencesexpos,conferencesexpos,219000,openspace,"venue:33,speakers:22,food:8,av:12,marketing:11,logistics:3",Colombo Innovation Tower
168,techmeetupscommunity,meetupscommunity,516000,coworkingspace,"venue:31,food:22,av:12,marketing:12,logistics:22",Hatch
113,designworkshopstraining,workshopstraining,179000,studio,"venue:25,speakers:33,equipment:15,food:10,av:18,marketing:4",AOD
321,aiworkshopstraining,workshopstraining,839000,openspace,"venue:24,speakers:32,equipment:15,food:8,av:12,marketing:3",Galadari
681,designconferencesexpos,conferencesexpos,1781000,exhibitionhall,"venue:33,speakers:26,food:9,av:17,marketing:12,logistics:7",BMICH
43,aitalkspanels,talkspanels,123000,studio,"venue:27,speakers:23,food:20,av:15,marketing:17",AOD
402,aicareernetworking,careernetworking,543000,auditorium,"venue:31,speakers:17,food:23,av:15,marketing:15",NSBM
72,codecareernetworking,careernetworking,191000,studio,"venue:28,speakers:18,food:20,av:18,marketing:12",AOD
312,aimeetupscommunity,meetupscommunity,284000,auditorium,"venue:29,food:28,av:11,marketing:11,logistics:25",SLIIT
87,techtalkspanels,talkspanels,32000,auditorium,"venue:30,speakers:17,food:18,av:13,marketing:12",UCSC
138,techmeetupscommunity,meetupscommunity,53000,auditorium,"venue:27,food:26,av:11,marketing:7,logistics:26",Virtusa
109,codetalkspanels,talkspanels,390000,openspace,"venue:28,speakers:22,food:19,av:18,marketing:14",Colombo Innovation Tower
548,codeconferencesexpos,conferencesexpos,2429000,openspace,"venue:34,speakers:22,food:12,av:13,marketing:9,logistics:7",Nelum Pokuna
342,techconferencesexpos,conferencesexpos,464000,auditorium,"venue:36,speakers:24,food:12,av:17,marketing:10,logistics:4",SLIIT
863,aicareernetworking,careernetworking,3761000,openspace,"venue:32,speakers:21,food:21,av:18,marketing:15",Nelum Pokuna
76,aimeetupscommunity,meetupscommunity,29000,auditorium,"venue:33,food:25,av:7,marketing:10,logistics:22",UCSC
